module_id,title,subtitle,domain,category,status,dependencies,related_modules,difficulty,content_type
CASE-038,Case Study: Busy Professional Workout Plan,"A realistic educational scenario integrating training, progression, recovery, and safety for case study: busy professional workout plan.",Case Studies and Scenarios,Exercise Scenarios,pending,,,Foundation,case_study
CASE-039,Case Study: Returning After Injury,"A realistic educational scenario integrating training, progression, recovery, and safety for case study: returning after injury.",Case Studies and Scenarios,Exercise Scenarios,pending,,,Foundation,case_study
CASE-040,Case Study: Exercise for Healthy Aging,"A realistic educational scenario integrating training, progression, recovery, and safety for case study: exercise for healthy aging.",Case Studies and Scenarios,Exercise Scenarios,pending,,,Foundation,case_study
CASE-041,Case Study: Workplace Burnout,"A realistic educational scenario integrating behavior, mental well-being, evidence, and when to seek help for case study: workplace burnout.",Case Studies and Scenarios,Stress and Mental Well-Being Scenarios,pending,,,Foundation,case_study
CASE-042,Case Study: Chronic Worry,"A realistic educational scenario integrating behavior, mental well-being, evidence, and when to seek help for case study: chronic worry.",Case Studies and Scenarios,Stress and Mental Well-Being Scenarios,pending,,,Foundation,case_study
CASE-043,Case Study: Caregiver Stress,"A realistic educational scenario integrating behavior, mental well-being, evidence, and when to seek help for case study: caregiver stress.",Case Studies and Scenarios,Stress and Mental Well-Being Scenarios,pending,,,Foundation,case_study
CASE-044,Case Study: Loneliness After Retirement,"A realistic educational scenario integrating behavior, mental well-being, evidence, and when to seek help for case study: loneliness after retirement.",Case Studies and Scenarios,Stress and Mental Well-Being Scenarios,pending,,,Foundation,case_study
CASE-045,Case Study: Perfectionism and Health,"A realistic educational scenario integrating behavior, mental well-being, evidence, and when to seek help for case study: perfectionism and health.",Case Studies and Scenarios,Stress and Mental Well-Being Scenarios,pending,,,Foundation,case_study
CASE-046,Case Study: Stress Eating,"A realistic educational scenario integrating behavior, mental well-being, evidence, and when to seek help for case study: stress eating.",Case Studies and Scenarios,Stress and Mental Well-Being Scenarios,pending,,,Foundation,case_study
CASE-047,Case Study: Poor Boundaries at Work,"A realistic educational scenario integrating behavior, mental well-being, evidence, and when to seek help for case study: poor boundaries at work.",Case Studies and Scenarios,Stress and Mental Well-Being Scenarios,pending,,,Foundation,case_study
CASE-048,Case Study: Digital Overload,"A realistic educational scenario integrating behavior, mental well-being, evidence, and when to seek help for case study: digital overload.",Case Studies and Scenarios,Stress and Mental Well-Being Scenarios,pending,,,Foundation,case_study
CASE-049,Case Study: Low Motivation,"A realistic educational scenario integrating behavior, mental well-being, evidence, and when to seek help for case study: low motivation.",Case Studies and Scenarios,Stress and Mental Well-Being Scenarios,pending,,,Foundation,case_study
CASE-050,Case Study: Building Stress Resilience,"A realistic educational scenario integrating behavior, mental well-being, evidence, and when to seek help for case study: building stress resilience.",Case Studies and Scenarios,Stress and Mental Well-Being Scenarios,pending,,,Foundation,case_study
CASE-051,Case Study: Perimenopause Symptoms,"A realistic educational scenario integrating physiology, prevention, lifestyle, and safety for case study: perimenopause symptoms.",Case Studies and Scenarios,Women's Health Scenarios,pending,,,Foundation,case_study
CASE-052,Case Study: Menopause Weight Gain,"A realistic educational scenario integrating physiology, prevention, lifestyle, and safety for case study: menopause weight gain.",Case Studies and Scenarios,Women's Health Scenarios,pending,,,Foundation,case_study
CASE-053,Case Study: Heavy Menstrual Bleeding,"A realistic educational scenario integrating physiology, prevention, lifestyle, and safety for case study: heavy menstrual bleeding.",Case Studies and Scenarios,Women's Health Scenarios,pending,,,Foundation,case_study
CASE-054,Case Study: Iron Deficiency in a Woman,"A realistic educational scenario integrating physiology, prevention, lifestyle, and safety for case study: iron deficiency in a woman.",Case Studies and Scenarios,Women's Health Scenarios,pending,,,Foundation,case_study
CASE-055,Case Study: PCOS and Metabolic Health,"A realistic educational scenario integrating physiology, prevention, lifestyle, and safety for case study: pcos and metabolic health.",Case Studies and Scenarios,Women's Health Scenarios,pending,,,Foundation,case_study
CASE-056,Case Study: Sleep Problems During Menopause,"A realistic educational scenario integrating physiology, prevention, lifestyle, and safety for case study: sleep problems during menopause.",Case Studies and Scenarios,Women's Health Scenarios,pending,,,Foundation,case_study
CASE-057,Case Study: Bone Health After Menopause,"A realistic educational scenario integrating physiology, prevention, lifestyle, and safety for case study: bone health after menopause.",Case Studies and Scenarios,Women's Health Scenarios,pending,,,Foundation,case_study
CASE-058,Case Study: Strength Training After Menopause,"A realistic educational scenario integrating physiology, prevention, lifestyle, and safety for case study: strength training after menopause.",Case Studies and Scenarios,Women's Health Scenarios,pending,,,Foundation,case_study
CASE-059,Case Study: Postpartum Return to Exercise,"A realistic educational scenario integrating physiology, prevention, lifestyle, and safety for case study: postpartum return to exercise.",Case Studies and Scenarios,Women's Health Scenarios,pending,,,Foundation,case_study
CASE-060,Case Study: Women's Preventive Health Planning,"A realistic educational scenario integrating physiology, prevention, lifestyle, and safety for case study: women's preventive health planning.",Case Studies and Scenarios,Women's Health Scenarios,pending,,,Foundation,case_study
CASE-061,Case Study: Low Energy in a Man Over 50,"A realistic educational scenario integrating prevention, lifestyle, evaluation, and safety for case study: low energy in a man over 50.",Case Studies and Scenarios,Men's Health Scenarios,pending,,,Foundation,case_study
CASE-062,Case Study: Erectile Dysfunction and Cardiovascular Risk,"A realistic educational scenario integrating prevention, lifestyle, evaluation, and safety for case study: erectile dysfunction and cardiovascular risk.",Case Studies and Scenarios,Men's Health Scenarios,pending,,,Foundation,case_study
CASE-063,Case Study: High Blood Pressure in a Man,"A realistic educational scenario integrating prevention, lifestyle, evaluation, and safety for case study: high blood pressure in a man.",Case Studies and Scenarios,Men's Health Scenarios,pending,,,Foundation,case_study
CASE-064,Case Study: Low Testosterone Concern,"A realistic educational scenario integrating prevention, lifestyle, evaluation, and safety for case study: low testosterone concern.",Case Studies and Scenarios,Men's Health Scenarios,pending,,,Foundation,case_study
CASE-065,Case Study: Belly Fat After 40,"A realistic educational scenario integrating prevention, lifestyle, evaluation, and safety for case study: belly fat after 40.",Case Studies and Scenarios,Men's Health Scenarios,pending,,,Foundation,case_study
CASE-066,Case Study: Sleep Apnea in a Man,"A realistic educational scenario integrating prevention, lifestyle, evaluation, and safety for case study: sleep apnea in a man.",Case Studies and Scenarios,Men's Health Scenarios,pending,,,Foundation,case_study
CASE-067,Case Study: Strength Loss After 60,"A realistic educational scenario integrating prevention, lifestyle, evaluation, and safety for case study: strength loss after 60.",Case Studies and Scenarios,Men's Health Scenarios,pending,,,Foundation,case_study
CASE-068,Case Study: Prostate Screening Decision,"A realistic educational scenario integrating prevention, lifestyle, evaluation, and safety for case study: prostate screening decision.",Case Studies and Scenarios,Men's Health Scenarios,pending,,,Foundation,case_study
CASE-069,Case Study: Men's Work Stress,"A realistic educational scenario integrating prevention, lifestyle, evaluation, and safety for case study: men's work stress.",Case Studies and Scenarios,Men's Health Scenarios,pending,,,Foundation,case_study
CASE-070,Case Study: Men's Healthy Aging Plan,"A realistic educational scenario integrating prevention, lifestyle, evaluation, and safety for case study: men's healthy aging plan.",Case Studies and Scenarios,Men's Health Scenarios,pending,,,Foundation,case_study
CASE-071,Case Study: Muscle Loss After 65,"A realistic educational scenario integrating function, prevention, evidence, and practical next steps for case study: muscle loss after 65.",Case Studies and Scenarios,Healthy Aging Scenarios,pending,,,Foundation,case_study
CASE-072,Case Study: Recurrent Falls,"A realistic educational scenario integrating function, prevention, evidence, and practical next steps for case study: recurrent falls.",Case Studies and Scenarios,Healthy Aging Scenarios,pending,,,Foundation,case_study
